vmid,cpu,mem,at,lt,ltpred
60981,4,8,1258051.0,61.0,61.0
60982,2,4,1258191.0,1397.0,1397.0
60983,1,2,1258228.0,2444.0,2444.0
60984,1,2,1258247.0,5316.0,5316.0
60985,1,1,1258255.0,876.0,876.0
60986,2,4,1258322.0,1169.0,1169.0
60987,1,1,1258327.0,69.0,69.0
60988,1,1,1258334.0,69.0,69.0
60989,12,24,1258355.0,59.0,59.0
60990,1,1,1258367.0,229.0,229.0
60991,1,1,1258386.0,274.0,274.0
60992,1,2,1258566.0,344.0,344.0
60993,1,1,1258575.0,2692.0,2692.0
60994,2,4,1258772.0,205.0,205.0
60995,2,4,1258774.0,517.0,517.0
60996,2,4,1258774.0,518.0,518.0
60997,4,8,1258924.0,3249.0,3249.0
60998,1,1,1258931.0,67.0,67.0
60999,1,1,1258945.0,71.0,71.0
61000,2,4,1258951.0,42.0,42.0
61001,1,1,1258963.0,235.0,235.0
61002,1,1,1258978.0,213.0,213.0
61003,2,4,1259004.0,33.0,33.0
61004,2,4,1259046.0,177.0,177.0
61005,2,4,1259088.0,702039.0,702039.0
61006,2,4,1259153.0,68.0,68.0
61007,1,2,1259195.0,352.0,352.0
61008,2,4,1259286.0,634.0,634.0
61009,2,4,1259342.0,578.0,578.0
61010,1,4,1259369.0,1432.0,1432.0
61011,1,2,1259409.0,342.0,342.0
61012,1,4,1259520.0,1196.0,1196.0
61013,1,1,1259520.0,68.0,68.0
61014,1,1,1259529.0,68.0,68.0
61015,1,2,1259555.0,59.0,59.0
61016,1,1,1259566.0,233.0,233.0
61017,1,1,1259578.0,215.0,215.0
61018,2,4,1259682.0,60.0,60.0
61019,1,2,1259735.0,2569.0,2569.0
61020,1,2,1259743.0,4179.0,4179.0
61021,1,2,1259743.0,3827.0,3827.0
61022,1,2,1259743.0,3832.0,3832.0
61023,1,2,1259743.0,3827.0,3827.0
61024,1,2,1259743.0,4402.0,4402.0
61025,1,2,1259743.0,3829.0,3829.0
61026,1,2,1259743.0,3836.0,3836.0
61027,1,2,1259743.0,3827.0,3827.0
61028,1,2,1259743.0,3841.0,3841.0
61029,1,2,1259743.0,3829.0,3829.0
61030,1,2,1259743.0,4181.0,4181.0
61031,1,2,1259743.0,3831.0,3831.0
61032,1,2,1259743.0,3834.0,3834.0
61033,1,2,1259743.0,3827.0,3827.0
61034,1,2,1259743.0,4180.0,4180.0
61035,1,2,1259743.0,3842.0,3842.0
61036,1,2,1259744.0,4178.0,4178.0
61037,1,2,1259744.0,3835.0,3835.0
61038,1,2,1259744.0,3825.0,3825.0
61039,1,2,1259744.0,3836.0,3836.0
61040,1,4,1259850.0,58.0,58.0
61041,1,2,1259926.0,2734.0,2734.0
61042,1,2,1259932.0,3652.0,3652.0
61043,1,2,1259932.0,3641.0,3641.0
61044,1,2,1259932.0,3654.0,3654.0
61045,1,2,1259932.0,3646.0,3646.0
61046,1,2,1259932.0,3649.0,3649.0
61047,1,2,1259932.0,3651.0,3651.0
61048,1,2,1259933.0,3989.0,3989.0
61049,1,2,1259933.0,3638.0,3638.0
61050,1,2,1259933.0,3642.0,3642.0
61051,1,2,1259933.0,9389.0,9389.0
61052,1,2,1259933.0,3634.0,3634.0
61053,1,2,1259933.0,3643.0,3643.0
61054,1,2,1259933.0,3648.0,3648.0
61055,1,2,1259933.0,3644.0,3644.0
61056,1,2,1259933.0,3990.0,3990.0
61057,1,2,1259933.0,3640.0,3640.0
61058,1,2,1259933.0,3644.0,3644.0
61059,1,2,1259933.0,3649.0,3649.0
61060,1,2,1259933.0,3645.0,3645.0
61061,1,2,1259933.0,3642.0,3642.0
61062,1,2,1260038.0,351.0,351.0
61063,1,1,1260048.0,842.0,842.0
61064,1,1,1260114.0,67.0,67.0
61065,1,1,1260130.0,47875.0,47875.0
61066,1,1,1260168.0,229.0,229.0
61067,1,1,1260168.0,221.0,221.0
61068,4,8,1260361.0,664204.0,664204.0
61069,4,8,1260370.0,664198.0,664198.0
61070,1,1,1260445.0,68.0,68.0
61071,1,2,1260597.0,5664.0,5664.0
61072,1,2,1260597.0,2964.0,2964.0
61073,1,2,1260597.0,4404.0,4404.0
61074,1,2,1260597.0,2966.0,2966.0
61075,1,2,1260597.0,2968.0,2968.0
61076,1,2,1260597.0,8003.0,8003.0
61077,1,2,1260597.0,2963.0,2963.0
61078,1,2,1260597.0,2963.0,2963.0
61079,1,2,1260597.0,3143.0,3143.0
61080,1,2,1260597.0,3505.0,3505.0
61081,1,2,1260597.0,4049.0,4049.0
61082,1,2,1260609.0,3536.0,3536.0
61083,1,2,1260609.0,3535.0,3535.0
61084,1,2,1260609.0,2975.0,2975.0
61085,1,2,1260609.0,2974.0,2974.0
61086,1,2,1260609.0,3312.0,3312.0
61087,1,2,1260609.0,3536.0,3536.0
61088,1,2,1260609.0,2977.0,2977.0
61089,1,1,1260621.0,292.0,292.0
61090,4,8,1260754.0,57.0,57.0
61091,1,2,1260797.0,2763.0,2763.0
61092,1,2,1260797.0,2766.0,2766.0
61093,1,2,1260797.0,2768.0,2768.0
61094,1,2,1260797.0,2767.0,2767.0
61095,1,1,1260852.0,73.0,73.0
61096,1,1,1260864.0,71.0,71.0
61097,1,1,1260884.0,234.0,234.0
61098,1,1,1260896.0,215.0,215.0
61099,1,2,1260935.0,2590.0,2590.0
61100,1,1,1261049.0,59.0,59.0
61101,4,8,1261215.0,5525.0,5525.0
61102,4,8,1261215.0,5931.0,5931.0
61103,4,8,1261215.0,5549.0,5549.0
61104,4,8,1261215.0,5728.0,5728.0
61105,4,8,1261215.0,5524.0,5524.0
61106,4,8,1261215.0,5523.0,5523.0
61107,4,8,1261215.0,5930.0,5930.0
61108,4,8,1261215.0,5523.0,5523.0
61109,4,8,1261215.0,5930.0,5930.0
61110,4,8,1261215.0,5523.0,5523.0
61111,4,8,1261215.0,5928.0,5928.0
61112,4,8,1261215.0,5928.0,5928.0
61113,4,8,1261215.0,5928.0,5928.0
61114,4,8,1261215.0,5521.0,5521.0
61115,4,8,1261215.0,5520.0,5520.0
61116,4,8,1261215.0,5790.0,5790.0
61117,4,8,1261215.0,5521.0,5521.0
61118,4,8,1261216.0,5518.0,5518.0
61119,1,1,1261325.0,67.0,67.0
61120,1,1,1261340.0,70.0,70.0
61121,1,1,1261386.0,210.0,210.0
61122,1,1,1261395.0,197.0,197.0
61123,4,8,1261495.0,2241.0,2241.0
61124,1,2,1261632.0,3914.0,3914.0
61125,4,8,1261795.0,1406.0,1406.0
61126,2,4,1261825.0,2419.0,2419.0
61127,1,1,1261856.0,884.0,884.0
61128,4,8,1261915.0,1201.0,1201.0
61129,1,1,1261925.0,68.0,68.0
61130,1,1,1261936.0,71.0,71.0
61131,1,2,1261949.0,3597.0,3597.0
61132,1,2,1261950.0,5395.0,5395.0
61133,4,8,1261951.0,59.0,59.0
61134,1,1,1261965.0,233.0,233.0
61135,1,1,1261977.0,218.0,218.0
61136,1,1,1262079.0,2050.0,2050.0
61137,1,1,1262079.0,2051.0,2051.0
61138,8,32,1262250.0,57.0,57.0
61139,1,2,1262316.0,3765.0,3765.0
61140,1,2,1262316.0,7008.0,7008.0
61141,1,2,1262316.0,3765.0,3765.0
61142,1,1,1262529.0,67.0,67.0
61143,1,1,1262537.0,60.0,60.0
61144,1,1,1262544.0,389.0,389.0
61145,1,1,1262545.0,389.0,389.0
61146,1,2,1262546.0,1946.0,1946.0
61147,1,1,1262570.0,226.0,226.0
61148,1,1,1262576.0,213.0,213.0
61149,1,2,1262602.0,3478.0,3478.0
61150,1,2,1262847.0,59.0,59.0
61151,4,8,1262853.0,60.0,60.0
61152,2,4,1262979.0,343.0,343.0
61153,1,1,1263127.0,68.0,68.0
61154,1,1,1263143.0,77.0,77.0
61155,1,1,1263165.0,224.0,224.0
61156,1,1,1263165.0,233.0,233.0
61157,8,16,1263241.0,41997.0,41997.0
61158,1,2,1263268.0,342.0,342.0
61159,2,4,1263610.0,352.0,352.0
61160,1,1,1263680.0,969.0,969.0
61161,1,1,1263726.0,66.0,66.0
61162,1,1,1263731.0,68.0,68.0
61163,1,1,1263764.0,232.0,232.0
61164,1,1,1263775.0,215.0,215.0
61165,1,2,1263896.0,353.0,353.0
61166,1,1,1264351.0,59.0,59.0
61167,12,24,1264356.0,58.0,58.0
61168,1,1,1264414.0,70.0,70.0
61169,1,1,1264421.0,72.0,72.0
61170,1,1,1264443.0,214.0,214.0
61171,1,1,1264464.0,187.0,187.0
61172,2,4,1264534.0,2423.0,2423.0
61173,1,2,1264655.0,56.0,56.0
61174,1,1,1264912.0,68.0,68.0
61175,1,1,1264924.0,69.0,69.0
61176,1,1,1264963.0,236.0,236.0
61177,1,1,1264966.0,232.0,232.0
61178,4,16,1265243.0,5664.0,5664.0
61179,1,2,1265321.0,550401.0,550401.0
61180,1,2,1265495.0,1787.0,1787.0
61181,1,1,1265517.0,67.0,67.0
61182,1,1,1265533.0,74.0,74.0
61183,1,1,1265565.0,232.0,232.0
61184,1,1,1265579.0,210.0,210.0
61185,1,2,1265592.0,3369.0,3369.0
61186,1,2,1265592.0,3730.0,3730.0
61187,1,2,1265592.0,3729.0,3729.0
61188,1,2,1265592.0,3731.0,3731.0
61189,1,2,1265592.0,3371.0,3371.0
61190,1,2,1265592.0,3730.0,3730.0
61191,1,2,1265605.0,1598.0,1598.0
61192,2,4,1265853.0,59.0,59.0
61193,1,1,1266123.0,67.0,67.0
61194,1,1,1266141.0,66.0,66.0
61195,1,2,1266148.0,60.0,60.0
61196,12,24,1266154.0,59.0,59.0
61197,1,1,1266164.0,233.0,233.0
61198,1,1,1266187.0,204.0,204.0
61199,4,8,1266201.0,519.0,519.0
61200,1,2,1266464.0,3774.0,3774.0
61201,1,2,1266464.0,3778.0,3778.0
61202,1,2,1266464.0,3758.0,3758.0
61203,1,2,1266464.0,4144.0,4144.0
61204,1,2,1266464.0,3764.0,3764.0
61205,1,2,1266697.0,3536.0,3536.0
61206,1,2,1266697.0,3536.0,3536.0
61207,1,2,1266697.0,3908.0,3908.0
61208,1,1,1266722.0,71.0,71.0
61209,1,1,1266738.0,73.0,73.0
61210,1,4,1266754.0,56.0,56.0
61211,1,1,1266776.0,216.0,216.0
61212,1,1,1266785.0,211.0,211.0
61213,1,2,1266814.0,3766.0,3766.0
61214,1,2,1266944.0,3667.0,3667.0
61215,1,2,1266944.0,3663.0,3663.0
61216,1,2,1266944.0,3665.0,3665.0
61217,1,2,1266944.0,3296.0,3296.0
61218,1,2,1266944.0,3288.0,3288.0
61219,1,2,1267058.0,2624.0,2624.0
61220,1,2,1267188.0,3425.0,3425.0
61221,1,2,1267188.0,3036.0,3036.0
61222,1,2,1267188.0,3419.0,3419.0
61223,1,2,1267189.0,3416.0,3416.0
61224,1,2,1267190.0,3045.0,3045.0
61225,1,2,1267190.0,3050.0,3050.0
61226,1,2,1267190.0,3047.0,3047.0
61227,1,2,1267190.0,3042.0,3042.0
61228,1,2,1267190.0,3039.0,3039.0
61229,1,2,1267190.0,3055.0,3055.0
61230,4,16,1267190.0,5028.0,5028.0
61231,4,16,1267271.0,4945.0,4945.0
61232,1,2,1267280.0,2763.0,2763.0
61233,1,2,1267296.0,3295.0,3295.0
61234,1,1,1267325.0,67.0,67.0
61235,1,1,1267327.0,66.0,66.0
61236,1,1,1267365.0,228.0,228.0
61237,1,1,1267366.0,231.0,231.0
61238,1,1,1267398.0,852.0,852.0
61239,1,2,1267414.0,2813.0,2813.0
61240,1,2,1267414.0,3199.0,3199.0
61241,1,2,1267414.0,2813.0,2813.0
61242,1,2,1267414.0,2810.0,2810.0
61243,1,2,1267414.0,3194.0,3194.0
61244,1,2,1267414.0,3709.0,3709.0
61245,1,2,1267414.0,2822.0,2822.0
61246,1,2,1267414.0,3202.0,3202.0
61247,1,2,1267414.0,2828.0,2828.0
61248,1,2,1267414.0,2817.0,2817.0
61249,1,2,1267536.0,3051.0,3051.0
61250,1,2,1267536.0,3054.0,3054.0
61251,1,2,1267536.0,3051.0,3051.0
61252,1,2,1267536.0,3057.0,3057.0
61253,1,2,1267536.0,3057.0,3057.0
61254,1,2,1267536.0,3056.0,3056.0
61255,1,2,1267536.0,3053.0,3053.0
61256,1,2,1267536.0,3055.0,3055.0
61257,1,2,1267536.0,3051.0,3051.0
61258,1,2,1267536.0,3050.0,3050.0
61259,1,2,1267537.0,3052.0,3052.0
61260,1,1,1267682.0,3329.0,3329.0
61261,1,1,1268043.0,69.0,69.0
61262,4,16,1268046.0,380.0,380.0
61263,1,1,1268054.0,68.0,68.0
61264,1,1,1268084.0,238.0,238.0
61265,1,1,1268096.0,214.0,214.0
61266,1,4,1268134.0,2434.0,2434.0
61267,4,16,1268342.0,85.0,85.0
61268,1,1,1268527.0,68.0,68.0
61269,1,1,1268543.0,71.0,71.0
61270,1,1,1268585.0,212.0,212.0
61271,1,1,1268585.0,208.0,208.0
61272,2,8,1268854.0,59.0,59.0
61273,1,1,1268998.0,874.0,874.0
61274,1,4,1269024.0,2403.0,2403.0
61275,2,4,1269024.0,2403.0,2403.0
61276,1,1,1269119.0,67.0,67.0
61277,1,1,1269134.0,68.0,68.0
61278,2,4,1269146.0,59.0,59.0
61279,2,4,1269149.0,58.0,58.0
61280,1,1,1269163.0,236.0,236.0
61281,1,1,1269178.0,220.0,220.0
61282,1,4,1269569.0,197.0,197.0
61283,4,8,1269569.0,158.0,158.0
61284,1,4,1269571.0,510.0,510.0
61285,1,4,1269571.0,510.0,510.0
61286,1,1,1269721.0,68.0,68.0
61287,1,1,1269740.0,66.0,66.0
61288,1,2,1269744.0,1940.0,1940.0
61289,1,1,1269744.0,385.0,385.0
61290,1,1,1269744.0,386.0,386.0
61291,1,4,1269747.0,36.0,36.0
61292,1,1,1269747.0,59.0,59.0
61293,2,4,1269750.0,59.0,59.0
61294,1,1,1269776.0,226.0,226.0
61295,1,1,1269786.0,211.0,211.0
61296,1,4,1269793.0,34.0,34.0
61297,1,4,1269836.0,176.0,176.0
61298,1,4,1269942.0,69.0,69.0
61299,1,4,1270062.0,58.0,58.0
61300,1,4,1270075.0,640.0,640.0
61301,1,4,1270131.0,583.0,583.0
61302,1,4,1270173.0,341.0,341.0
61303,4,8,1270220.0,904.0,904.0
61304,1,1,1270313.0,68.0,68.0
61305,1,1,1270327.0,67.0,67.0
61306,1,1,1270364.0,237.0,237.0
61307,1,1,1270376.0,213.0,213.0
61308,1,2,1270466.0,341.0,341.0
61309,1,4,1270482.0,59.0,59.0
61310,2,4,1270659.0,60.0,60.0
61311,2,4,1270703.0,412.0,412.0
61312,1,4,1270797.0,349.0,349.0
61313,8,32,1270808.0,156.0,156.0
61314,1,1,1270837.0,835.0,835.0
61315,1,1,1270915.0,67.0,67.0
61316,1,1,1270922.0,69.0,69.0
61317,1,1,1270966.0,234.0,234.0
61318,1,1,1270968.0,222.0,222.0
61319,1,2,1271087.0,351.0,351.0
61320,8,32,1271605.0,488.0,488.0
61321,1,1,1271609.0,72.0,72.0
61322,1,1,1271624.0,67.0,67.0
61323,1,1,1271649.0,209.0,209.0
61324,1,1,1271667.0,182.0,182.0
61325,1,1,1272119.0,98.0,98.0
61326,1,1,1272127.0,68.0,68.0
61327,2,4,1272149.0,60.0,60.0
61328,1,1,1272163.0,235.0,235.0
61329,1,1,1272167.0,224.0,224.0
61330,2,8,1272453.0,58.0,58.0
61331,1,1,1272617.0,855.0,855.0
61332,1,2,1272629.0,2470.0,2470.0
61333,1,1,1272725.0,67.0,67.0
61334,1,1,1272733.0,70.0,70.0
61335,4,16,1272755.0,58.0,58.0
61336,1,1,1272764.0,235.0,235.0
61337,1,1,1272776.0,216.0,216.0
61338,1,4,1273053.0,58.0,58.0
61339,4,8,1273152.0,30578.0,30578.0
61340,1,4,1273173.0,212.0,212.0
61341,1,4,1273175.0,531.0,531.0
61342,1,4,1273175.0,531.0,531.0
61343,1,1,1273327.0,69.0,69.0
61344,1,1,1273341.0,69.0,69.0
61345,2,4,1273356.0,60.0,60.0
61346,1,4,1273362.0,37.0,37.0
61347,1,1,1273367.0,234.0,234.0
61348,1,1,1273380.0,277.0,277.0
61349,1,4,1273410.0,31.0,31.0
61350,1,4,1273453.0,184.0,184.0
61351,1,4,1273561.0,76.0,76.0
61352,1,4,1273702.0,637.0,637.0
61353,1,4,1273764.0,575.0,575.0
61354,1,2,1273847.0,347.0,347.0
61355,1,1,1273918.0,69.0,69.0
61356,1,1,1273939.0,71.0,71.0
61357,2,4,1273949.0,58.0,58.0
61358,1,1,1273968.0,219.0,219.0
61359,1,1,1273968.0,234.0,234.0
61360,1,4,1274098.0,63.0,63.0
61361,1,1,1274245.0,700.0,700.0
61362,1,1,1274246.0,57.0,57.0
61363,1,1,1274246.0,57.0,57.0
61364,1,1,1274246.0,57.0,57.0
61365,1,1,1274246.0,56.0,56.0
61366,1,1,1274246.0,55.0,55.0
61367,1,1,1274246.0,56.0,56.0
61368,1,1,1274246.0,58.0,58.0
61369,1,1,1274246.0,58.0,58.0
61370,1,1,1274246.0,697.0,697.0
61371,1,1,1274246.0,56.0,56.0
61372,1,1,1274246.0,57.0,57.0
61373,1,2,1274470.0,351.0,351.0
61374,1,1,1274519.0,872.0,872.0
61375,1,1,1274521.0,68.0,68.0
61376,1,1,1274533.0,68.0,68.0
61377,2,4,1274551.0,59.0,59.0
61378,1,1,1274565.0,232.0,232.0
61379,1,1,1274569.0,231.0,231.0
61380,8,16,1275156.0,59.0,59.0
61381,1,1,1275243.0,69.0,69.0
61382,1,1,1275280.0,71.0,71.0
61383,1,1,1275302.0,217.0,217.0
61384,1,1,1275303.0,216.0,216.0
61385,2,4,1275454.0,57.0,57.0
61386,4,8,1275621.0,114.0,114.0
61387,1,1,1275717.0,70.0,70.0
61388,1,1,1275733.0,70.0,70.0
61389,4,8,1275749.0,59.0,59.0
61390,4,8,1275754.0,59.0,59.0
61391,1,1,1275763.0,235.0,235.0
61392,1,1,1275777.0,212.0,212.0
61393,1,4,1276054.0,59.0,59.0
61394,1,1,1276196.0,844.0,844.0
61395,4,8,1276203.0,1375.0,1375.0
61396,1,4,1276229.0,2534.0,2534.0
61397,1,4,1276296.0,1777.0,1777.0
61398,1,1,1276323.0,70.0,70.0
61399,4,8,1276334.0,1152.0,1152.0
61400,1,1,1276340.0,68.0,68.0
61401,2,8,1276347.0,58.0,58.0
61402,1,1,1276367.0,232.0,232.0
61403,1,1,1276383.0,216.0,216.0
61404,1,4,1276417.0,1580.0,1580.0
61405,4,8,1276775.0,24869.0,24869.0
61406,1,1,1276915.0,67.0,67.0
61407,1,1,1276938.0,70.0,70.0
61408,1,2,1276945.0,1924.0,1924.0
61409,1,2,1276945.0,387.0,387.0
61410,1,2,1276945.0,386.0,386.0
61411,2,4,1276951.0,59.0,59.0
61412,1,1,1276967.0,231.0,231.0
61413,1,1,1276976.0,213.0,213.0
61414,2,4,1277249.0,59.0,59.0
61415,1,1,1277250.0,59.0,59.0
61416,1,1,1277524.0,68.0,68.0
61417,1,1,1277539.0,74.0,74.0
61418,1,2,1277546.0,56.0,56.0
61419,1,1,1277557.0,174.0,174.0
61420,1,1,1277584.0,213.0,213.0
61421,1,2,1277653.0,341.0,341.0
61422,1,1,1277852.0,58.0,58.0
61423,2,4,1277981.0,200.0,200.0
61424,2,4,1277982.0,509.0,509.0
61425,2,4,1277982.0,505.0,505.0
61426,4,16,1278022.0,4994.0,4994.0
61427,4,16,1278102.0,4914.0,4914.0
61428,1,1,1278116.0,66.0,66.0
61429,1,1,1278132.0,70.0,70.0
61430,2,4,1278157.0,40.0,40.0
61431,1,1,1278165.0,853.0,853.0
61432,1,1,1278166.0,233.0,233.0
61433,1,1,1278166.0,232.0,232.0
61434,2,4,1278206.0,32.0,32.0
61435,2,4,1278248.0,171.0,171.0
61436,1,2,1278272.0,351.0,351.0
61437,2,4,1278353.0,65.0,65.0
61438,2,4,1278450.0,60.0,60.0
61439,2,4,1278481.0,628.0,628.0
61440,2,4,1278535.0,575.0,575.0
61441,2,8,1278749.0,56.0,56.0
61442,1,1,1278799.0,67.0,67.0
61443,8,32,1278807.0,516.0,516.0
61444,1,1,1278828.0,67.0,67.0
61445,1,1,1278848.0,211.0,211.0
61446,1,1,1278855.0,199.0,199.0
61447,2,4,1278873.0,67.0,67.0
61448,4,16,1278913.0,388.0,388.0
61449,4,16,1279204.0,83.0,83.0
61450,1,1,1279317.0,67.0,67.0
61451,1,1,1279330.0,67.0,67.0
61452,1,4,1279348.0,57.0,57.0
61453,2,8,1279351.0,59.0,59.0
61454,1,1,1279365.0,233.0,233.0
61455,1,1,1279368.0,221.0,221.0
61456,4,8,1279650.0,58.0,58.0
61457,4,8,1279652.0,58.0,58.0
61458,1,1,1279827.0,2405.0,2405.0
61459,1,4,1279827.0,2409.0,2409.0
61460,1,1,1279838.0,860.0,860.0
61461,4,8,1279901.0,1820.0,1820.0
61462,1,1,1279919.0,68.0,68.0
61463,1,1,1279925.0,71.0,71.0
61464,1,1,1279963.0,236.0,236.0
61465,1,1,1279971.0,218.0,218.0
61466,4,8,1280012.0,1634.0,1634.0
61467,1,4,1280371.0,205.0,205.0
61468,1,4,1280374.0,518.0,518.0
61469,1,4,1280374.0,518.0,518.0
61470,1,1,1280526.0,67.0,67.0
61471,1,1,1280538.0,68.0,68.0
61472,1,4,1280551.0,41.0,41.0
61473,1,1,1280569.0,228.0,228.0
61474,1,1,1280575.0,218.0,218.0
61475,1,4,1280603.0,31.0,31.0
61476,4,8,1280604.0,521.0,521.0
61477,1,4,1280645.0,177.0,177.0
61478,1,4,1280753.0,69.0,69.0
61479,4,8,1280852.0,62.0,62.0
61480,1,4,1280886.0,639.0,639.0
61481,1,4,1280941.0,583.0,583.0
61482,4,8,1280959.0,1471.0,1471.0
61483,1,1,1280982.0,341.0,341.0
61484,4,8,1281097.0,1244.0,1244.0
61485,1,1,1281118.0,70.0,70.0
61486,1,1,1281126.0,68.0,68.0
61487,2,8,1281144.0,58.0,58.0
61488,2,4,1281152.0,59.0,59.0
61489,1,1,1281164.0,232.0,232.0
61490,1,1,1281167.0,222.0,222.0
61491,1,4,1281286.0,61.0,61.0
61492,1,1,1281600.0,349.0,349.0
61493,1,1,1281719.0,67.0,67.0
61494,1,1,1281727.0,866.0,866.0
61495,1,1,1281731.0,68.0,68.0
61496,1,1,1281767.0,230.0,230.0
61497,1,1,1281769.0,221.0,221.0
61498,8,16,1282052.0,61.0,61.0
61499,1,1,1282348.0,59.0,59.0
61500,1,1,1282442.0,68.0,68.0
61501,1,1,1282458.0,69.0,69.0
61502,1,1,1282484.0,227.0,227.0
61503,1,1,1282486.0,232.0,232.0
61504,1,2,1282534.0,2491.0,2491.0
61505,1,1,1282914.0,70.0,70.0
61506,1,1,1282935.0,74.0,74.0
61507,1,1,1282965.0,234.0,234.0
61508,1,1,1282976.0,214.0,214.0
61509,1,1,1283417.0,854.0,854.0
61510,1,2,1283427.0,2415.0,2415.0
61511,1,1,1283497.0,1782.0,1782.0
61512,1,1,1283519.0,67.0,67.0
61513,1,1,1283533.0,69.0,69.0
61514,4,8,1283547.0,57.0,57.0
61515,1,1,1283564.0,234.0,234.0
61516,1,1,1283568.0,224.0,224.0
61517,1,1,1283618.0,1581.0,1581.0
61518,1,2,1283762.0,341.0,341.0
61519,16,32,1283848.0,58.0,58.0
61520,1,2,1283967.0,196.0,196.0
61521,4,8,1283968.0,155.0,155.0
61522,1,2,1283970.0,504.0,504.0
61523,1,2,1283970.0,501.0,501.0
61524,1,1,1284121.0,68.0,68.0
61525,1,1,1284135.0,68.0,68.0
61526,1,2,1284144.0,36.0,36.0
61527,1,2,1284145.0,1946.0,1946.0
61528,1,2,1284145.0,381.0,381.0
61529,1,2,1284145.0,380.0,380.0
61530,1,1,1284164.0,232.0,232.0
61531,1,1,1284176.0,217.0,217.0
61532,1,2,1284189.0,31.0,31.0
61533,1,2,1284230.0,173.0,173.0
61534,1,2,1284336.0,66.0,66.0
61535,1,2,1284393.0,353.0,353.0
61536,1,2,1284465.0,634.0,634.0
61537,1,2,1284519.0,580.0,580.0
61538,1,1,1284712.0,68.0,68.0
61539,1,1,1284732.0,69.0,69.0
61540,4,8,1284753.0,60.0,60.0
61541,1,1,1284766.0,233.0,233.0
61542,1,1,1284775.0,213.0,213.0
61543,1,2,1284865.0,55.0,55.0
61544,1,2,1284877.0,343.0,343.0
61545,4,8,1285182.0,195.0,195.0
61546,4,8,1285184.0,501.0,501.0
61547,4,8,1285184.0,501.0,501.0
61548,1,1,1285286.0,841.0,841.0
61549,1,1,1285312.0,68.0,68.0
61550,1,1,1285334.0,67.0,67.0
61551,4,8,1285348.0,56.0,56.0
61552,4,8,1285359.0,34.0,34.0
61553,1,1,1285364.0,236.0,236.0
61554,1,1,1285370.0,219.0,219.0
61555,4,8,1285403.0,32.0,32.0
61556,4,8,1285444.0,173.0,173.0
61557,1,2,1285493.0,350.0,350.0
61558,4,8,1285549.0,67.0,67.0
61559,2,4,1285650.0,58.0,58.0
61560,4,8,1285678.0,639.0,639.0
61561,4,8,1285732.0,585.0,585.0
61562,1,1,1286010.0,67.0,67.0
61563,1,1,1286019.0,69.0,69.0
61564,1,1,1286045.0,215.0,215.0
61565,1,1,1286060.0,201.0,201.0
61566,4,8,1286080.0,63.0,63.0
61567,2,4,1286133.0,2432.0,2432.0
61568,1,1,1286517.0,72.0,72.0
61569,1,1,1286534.0,71.0,71.0
61570,4,8,1286550.0,58.0,58.0
61571,1,1,1286566.0,233.0,233.0
61572,1,1,1286569.0,223.0,223.0
61573,2,4,1286991.0,1416.0,1416.0
61574,1,1,1287007.0,863.0,863.0
61575,4,8,1287096.0,1745.0,1745.0
61576,2,4,1287112.0,1199.0,1199.0
61577,1,1,1287123.0,68.0,68.0
61578,1,1,1287139.0,67.0,67.0
61579,1,1,1287164.0,232.0,232.0
61580,1,1,1287180.0,219.0,219.0
61581,4,8,1287206.0,1557.0,1557.0
61582,2,4,1287448.0,59.0,59.0
61583,2,4,1287571.0,204.0,204.0
61584,2,4,1287573.0,515.0,515.0
61585,2,4,1287573.0,515.0,515.0
61586,1,1,1287719.0,70.0,70.0
61587,1,1,1287733.0,70.0,70.0
61588,2,4,1287751.0,40.0,40.0
61589,1,1,1287770.0,228.0,228.0
61590,1,1,1287786.0,214.0,214.0
61591,2,4,1287802.0,32.0,32.0
61592,2,4,1287845.0,172.0,172.0
61593,2,4,1287952.0,65.0,65.0
61594,2,4,1288081.0,595.0,595.0
61595,2,4,1288137.0,539.0,539.0
61596,2,4,1288164.0,1462.0,1462.0
61597,2,4,1288301.0,1234.0,1234.0
61598,1,1,1288318.0,66.0,66.0
61599,1,1,1288324.0,70.0,70.0
61600,1,1,1288365.0,235.0,235.0
61601,1,1,1288365.0,226.0,226.0
61602,2,4,1288444.0,60.0,60.0
61603,2,4,1288647.0,59.0,59.0
61604,8,16,1288760.0,201.0,201.0
61605,8,16,1288762.0,505.0,505.0
61606,8,16,1288763.0,506.0,506.0
61607,4,16,1288789.0,5028.0,5028.0
61608,4,16,1288870.0,4948.0,4948.0
61609,1,1,1288891.0,2821.0,2821.0
61610,1,1,1288907.0,863.0,863.0
61611,1,1,1288919.0,68.0,68.0
61612,8,16,1288936.0,41.0,41.0
61613,1,1,1288938.0,71.0,71.0
61614,4,8,1288947.0,59.0,59.0
61615,1,1,1288957.0,182.0,182.0
61616,8,16,1288985.0,33.0,33.0
61617,1,1,1288987.0,204.0,204.0
61618,8,16,1289027.0,172.0,172.0
61619,8,16,1289133.0,66.0,66.0
61620,1,2,1289248.0,57.0,57.0
61621,8,16,1289260.0,639.0,639.0
61622,8,16,1289314.0,585.0,585.0
61623,1,1,1289636.0,69.0,69.0
61624,1,1,1289642.0,68.0,68.0
61625,8,16,1289657.0,64.0,64.0
